Likert Scale,Count Negative,Numerical Responses - Text,Quota Carrying Role - Yes/No Question View Filter Only,Quota Carrying Role,WFH Prior to Current Situation,Number of Records,WFH Prior to Current Situation - Question View Filter Only,Response (group),Emp Hash,Other,Question,Question Text,Question Type,Region,Numeric Response Value,Numeric Responses Text,Response
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,384617cfc2f392196aae1b976ef42f62,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,39027c9f6849c2a4c15b70049f9d29ec,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,EMEA,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,y a week,,Yes,1 day a week,1,1 day a week,1 day a week,3988e544c60268259b326bf26c55e083,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,39c3b27d02cdef4484060bc2778c7bcf,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,Yes,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,39d6b237251927cb40b4b78369f818bc,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,y a week,,No or don't know,1 day a week,1,1 day a week,1 day a week,3a436c00832d4e64349b9e4ac091918f,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,ys a week,,Yes,2 days a week,1,2 days a week,2 days a week,3aabfbe4c9c207ad44af101278786eea,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,EMEA,2 days a week,2 days a week,2 days a week
,0,y a week,,No or don't know,1 day a week,1,1 day a week,1 day a week,3b1411adde7f4a5dc28fc71a909f26b6,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,y a week,,Yes,1 day a week,1,1 day a week,1 day a week,3b2ab0992019633e9ed2136a2d8c5e92,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,ys a week,,No or don't know,5 days a week,1,5 days a week,5 days a week,3b5c0685b7ba73a4cfcbfb6a58e0705c,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,Japan,5 days a week,5 days a week,5 days a week
,0,y a week,,Yes,1 day a week,1,1 day a week,1 day a week,3ba22472e44f7f2983382a0af8a57041,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,3be6318081c536cd256844136fec77eb,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,3c5611c07bd0f5299f7b06b6074c2229,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,APAC,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,Yes,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,3d0a60ac555f3e5306deafee067d3445,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,APAC,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,y a week,,No or don't know,1 day a week,1,1 day a week,1 day a week,3debdd5b771173702913da3960988233,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,EMEA,1 day a week,1 day a week,1 day a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,3e350e568f99ab7c8cd5597280afa8f0,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,3e81c698be7942b30cea3c39dc421860,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,EMEA,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,ys a week,,No or don't know,2 days a week,1,2 days a week,2 days a week,3ea22f66dd0f56432277ac1e1e635bbc,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,2 days a week,2 days a week,2 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,3eb2c441b8c49b318845e4ba7a155241,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,3f76d5ae344db2c3550875277da7786c,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,Yes,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,4090d11917e496554ae0cf8206982667,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,Yes,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,40beb5da24960c4ac66f9c8896792927,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,4168d57008d2a7f87e75f2ae191fe099,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,y a week,,No or don't know,1 day a week,1,1 day a week,1 day a week,41ec6c244c71e0588e2f086b4c4d705c,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,42007ca908cac2ff5637bbea97472ae4,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,4228999ea624d1f9d9463d80edce70a1,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,EMEA,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,Yes,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,424aa6f82605ebbae3e8062bed99ce3c,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,425ba29ab2a548d184d34c83d7fee2bc,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,,,No or don't know,,1,,,429a154907281a2769b48ddf455a62b5,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,,,
,0,r/0 days a week,,Yes,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,433144c82768f29248ab8854fc246965,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,y a week,,Yes,1 day a week,1,1 day a week,1 day a week,434e0b12b9d2c70948330944c1e90dc2,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,"ys, I am Ohana@Home",,No or don't know,"Always, I am Ohana@Home",1,"WAlways, I am Ohana@Home","Always, I am Ohana@Home",435b4a9173b7abaffc120e946ba08aac,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,"Always, I am Ohana@Home","always, i am ohana@home","Always, I am Ohana@Home"
,0,y a week,,No or don't know,1 day a week,1,1 day a week,1 day a week,437debaada0bc8e450a4adbdc76d5f58,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,442c308318e9f8a9f9c20d19620eed57,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,EMEA,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,444ca313aa6ac08ebddceeddabd1651a,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,"ys, I am Ohana@Home",,No or don't know,"Always, I am Ohana@Home",1,"WAlways, I am Ohana@Home","Always, I am Ohana@Home",45413c4d9edd1637f470dbcc5aa52c9e,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,"Always, I am Ohana@Home","always, i am ohana@home","Always, I am Ohana@Home"
,0,y a week,,No or don't know,1 day a week,1,1 day a week,1 day a week,456679bb31bf9a074b52f7bda6d07033,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,"ys, I am Ohana@Home",,Yes,"Always, I am Ohana@Home",1,"WAlways, I am Ohana@Home","Always, I am Ohana@Home",4586e4e892d029ecbea8a87fc76b91ad,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,"Always, I am Ohana@Home","always, i am ohana@home","Always, I am Ohana@Home"
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,4588381a7685f481a519ae31ca64b202,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,4678cba43107b23af9dd0ab00eb4ad4b,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,46dad99aea6ba6dfaff40b60e3398784,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,4721f35067f48227842d6a7d1c6a6f15,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,475ee730b5d6a13c23ed73a4be726d6c,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,ys a week,,Yes,3 days a week,1,3 days a week,3 days a week,4798738374bf12acb9022c1f44984796,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,3 days a week,3 days a week,3 days a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,47b0c21477498d597616d06adb57d1ab,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,y a week,,No or don't know,1 day a week,1,1 day a week,1 day a week,47d876582d521ca307b12318ea69fe58,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,ys a week,,No or don't know,5 days a week,1,5 days a week,5 days a week,48c2ee82a1ceb890c46c233058852d53,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,Japan,5 days a week,5 days a week,5 days a week
,0,y a week,,No or don't know,1 day a week,1,1 day a week,1 day a week,48efe5a09e3db62797f2bc3f28ccf9c7,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,48fe6b6b6428a1ac8b22cd5f35a47cff,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
,0,y a week,,No or don't know,1 day a week,1,1 day a week,1 day a week,4925a312823544a567a8bbc38e3debc6,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,1 day a week,1 day a week,1 day a week
,0,r/0 days a week,,No or don't know,Never/0 days a week,1,Never/0 days a week,Never/0 days a week,4a7bda3a65d9d85e8414befc29b2e1a7,,1,"Before the current enforced WFH period, in a typical week I usually worked from home",single_choice,AMER,Never/0 days a week,never/0 days a week,Never/0 days a week
