Airline,Dest Latitude,Dest Longitude,Destination airport,Origin Latitude,Origin Longitude,Origin airport
AF,44.5249,-93.13,ATL,33.3825,-84.2537,MSP
AM,44.5249,-93.13,ATL,33.3825,-84.2537,MSP
DL,44.5249,-93.13,ATL,33.3825,-84.2537,MSP
FL,44.5249,-93.13,ATL,33.3825,-84.2537,MSP
KL,44.5249,-93.13,ATL,33.3825,-84.2537,MSP
WN,44.5249,-93.13,ATL,33.3825,-84.2537,MSP
AF,29.5936,-90.1528,ATL,33.3825,-84.2537,MSY
AM,29.5936,-90.1528,ATL,33.3825,-84.2537,MSY
AS,29.5936,-90.1528,ATL,33.3825,-84.2537,MSY
AZ,29.5936,-90.1528,ATL,33.3825,-84.2537,MSY
DL,29.5936,-90.1528,ATL,33.3825,-84.2537,MSY
FL,29.5936,-90.1528,ATL,33.3825,-84.2537,MSY
KL,29.5936,-90.1528,ATL,33.3825,-84.2537,MSY
VS,29.5936,-90.1528,ATL,33.3825,-84.2537,MSY
WN,29.5936,-90.1528,ATL,33.3825,-84.2537,MSY
AF,33.4047,-78.5542,ATL,33.3825,-84.2537,MYR
AZ,33.4047,-78.5542,ATL,33.3825,-84.2537,MYR
DL,33.4047,-78.5542,ATL,33.3825,-84.2537,MYR
KL,33.4047,-78.5542,ATL,33.3825,-84.2537,MYR
AF,35.2335,-97.362,ATL,33.3825,-84.2537,OKC
DL,35.2335,-97.362,ATL,33.3825,-84.2537,OKC
FL,35.2335,-97.362,ATL,33.3825,-84.2537,OKC
KL,35.2335,-97.362,ATL,33.3825,-84.2537,OKC
VS,35.2335,-97.362,ATL,33.3825,-84.2537,OKC
WN,35.2335,-97.362,ATL,33.3825,-84.2537,OKC
AF,41.189,-95.5337,ATL,33.3825,-84.2537,OMA
AZ,41.189,-95.5337,ATL,33.3825,-84.2537,OMA
DL,41.189,-95.5337,ATL,33.3825,-84.2537,OMA
KL,41.189,-95.5337,ATL,33.3825,-84.2537,OMA
AA,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
AF,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
AZ,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
BA,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
CX,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
DL,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
EI,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
EY,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
IB,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
JL,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
KL,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
LH,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
MH,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
NH,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
OZ,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
QF,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
QR,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
UA,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
US,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
VS,41.5846,-87.5416,ATL,33.3825,-84.2537,ORD
AF,36.534,-76.124,ATL,33.3825,-84.2537,ORF
AS,36.534,-76.124,ATL,33.3825,-84.2537,ORF
AZ,36.534,-76.124,ATL,33.3825,-84.2537,ORF
DL,36.534,-76.124,ATL,33.3825,-84.2537,ORF
FL,36.534,-76.124,ATL,33.3825,-84.2537,ORF
KL,36.534,-76.124,ATL,33.3825,-84.2537,ORF
WN,36.534,-76.124,ATL,33.3825,-84.2537,ORF
AF,26.4059,-80.544,ATL,33.3825,-84.2537,PBI
AS,26.4059,-80.544,ATL,33.3825,-84.2537,PBI
AZ,26.4059,-80.544,ATL,33.3825,-84.2537,PBI
DL,26.4059,-80.544,ATL,33.3825,-84.2537,PBI
FL,26.4059,-80.544,ATL,33.3825,-84.2537,PBI
KL,26.4059,-80.544,ATL,33.3825,-84.2537,PBI
VS,26.4059,-80.544,ATL,33.3825,-84.2537,PBI
WN,26.4059,-80.544,ATL,33.3825,-84.2537,PBI
AF,45.3519,-122.3551,ATL,33.3825,-84.2537,PDX
AS,45.3519,-122.3551,ATL,33.3825,-84.2537,PDX
DL,45.3519,-122.3551,ATL,33.3825,-84.2537,PDX
KL,45.3519,-122.3551,ATL,33.3825,-84.2537,PDX
AF,37.754,-76.2934,ATL,33.3825,-84.2537,PHF
DL,37.754,-76.2934,ATL,33.3825,-84.2537,PHF
KL,37.754,-76.2934,ATL,33.3825,-84.2537,PHF
AA,39.5219,-75.1428,ATL,33.3825,-84.2537,PHL
AF,39.5219,-75.1428,ATL,33.3825,-84.2537,PHL
AM,39.5219,-75.1428,ATL,33.3825,-84.2537,PHL
AZ,39.5219,-75.1428,ATL,33.3825,-84.2537,PHL
DL,39.5219,-75.1428,ATL,33.3825,-84.2537,PHL
FL,39.5219,-75.1428,ATL,33.3825,-84.2537,PHL
KL,39.5219,-75.1428,ATL,33.3825,-84.2537,PHL
US,39.5219,-75.1428,ATL,33.3825,-84.2537,PHL
WN,39.5219,-75.1428,ATL,33.3825,-84.2537,PHL
AA,33.263,-112.029,ATL,33.3825,-84.2537,PHX
AF,33.263,-112.029,ATL,33.3825,-84.2537,PHX
AZ,33.263,-112.029,ATL,33.3825,-84.2537,PHX
DL,33.263,-112.029,ATL,33.3825,-84.2537,PHX
FL,33.263,-112.029,ATL,33.3825,-84.2537,PHX
KL,33.263,-112.029,ATL,33.3825,-84.2537,PHX
US,33.263,-112.029,ATL,33.3825,-84.2537,PHX
VS,33.263,-112.029,ATL,33.3825,-84.2537,PHX
WN,33.263,-112.029,ATL,33.3825,-84.2537,PHX
AF,40.2929,-80.1358,ATL,33.3825,-84.2537,PIT
AM,40.2929,-80.1358,ATL,33.3825,-84.2537,PIT
AZ,40.2929,-80.1358,ATL,33.3825,-84.2537,PIT
DL,40.2929,-80.1358,ATL,33.3825,-84.2537,PIT
FL,40.2929,-80.1358,ATL,33.3825,-84.2537,PIT
KL,40.2929,-80.1358,ATL,33.3825,-84.2537,PIT
WN,40.2929,-80.1358,ATL,33.3825,-84.2537,PIT
AF,30.2823,-87.1114,ATL,33.3825,-84.2537,PNS
AS,30.2823,-87.1114,ATL,33.3825,-84.2537,PNS
DL,30.2823,-87.1114,ATL,33.3825,-84.2537,PNS
KL,30.2823,-87.1114,ATL,33.3825,-84.2537,PNS
VS,30.2823,-87.1114,ATL,33.3825,-84.2537,PNS
AF,41.4326,-71.2541,ATL,33.3825,-84.2537,PVD
DL,41.4326,-71.2541,ATL,33.3825,-84.2537,PVD
KL,41.4326,-71.2541,ATL,33.3825,-84.2537,PVD
AF,35.5239,-78.4714,ATL,33.3825,-84.2537,RDU
AM,35.5239,-78.4714,ATL,33.3825,-84.2537,RDU
AS,35.5239,-78.4714,ATL,33.3825,-84.2537,RDU
AZ,35.5239,-78.4714,ATL,33.3825,-84.2537,RDU
DL,35.5239,-78.4714,ATL,33.3825,-84.2537,RDU
FL,35.5239,-78.4714,ATL,33.3825,-84.2537,RDU
KL,35.5239,-78.4714,ATL,33.3825,-84.2537,RDU
VS,35.5239,-78.4714,ATL,33.3825,-84.2537,RDU
WN,35.5239,-78.4714,ATL,33.3825,-84.2537,RDU
AF,37.3018,-77.191,ATL,33.3825,-84.2537,RIC
AM,37.3018,-77.191,ATL,33.3825,-84.2537,RIC
AZ,37.3018,-77.191,ATL,33.3825,-84.2537,RIC
DL,37.3018,-77.191,ATL,33.3825,-84.2537,RIC
FL,37.3018,-77.191,ATL,33.3825,-84.2537,RIC
KL,37.3018,-77.191,ATL,33.3825,-84.2537,RIC
WN,37.3018,-77.191,ATL,33.3825,-84.2537,RIC
AF,43.77,-77.402,ATL,33.3825,-84.2537,ROC
AZ,43.77,-77.402,ATL,33.3825,-84.2537,ROC
DL,43.77,-77.402,ATL,33.3825,-84.2537,ROC
KL,43.77,-77.402,ATL,33.3825,-84.2537,ROC
AF,26.321,-81.4518,ATL,33.3825,-84.2537,RSW
AS,26.321,-81.4518,ATL,33.3825,-84.2537,RSW
AZ,26.321,-81.4518,ATL,33.3825,-84.2537,RSW
DL,26.321,-81.4518,ATL,33.3825,-84.2537,RSW
FL,26.321,-81.4518,ATL,33.3825,-84.2537,RSW
KL,26.321,-81.4518,ATL,33.3825,-84.2537,RSW
VS,26.321,-81.4518,ATL,33.3825,-84.2537,RSW
WN,26.321,-81.4518,ATL,33.3825,-84.2537,RSW
AF,32.44,-117.1122,ATL,33.3825,-84.2537,SAN
AS,32.44,-117.1122,ATL,33.3825,-84.2537,SAN
AZ,32.44,-117.1122,ATL,33.3825,-84.2537,SAN
DL,32.44,-117.1122,ATL,33.3825,-84.2537,SAN
FL,32.44,-117.1122,ATL,33.3825,-84.2537,SAN
KL,32.44,-117.1122,ATL,33.3825,-84.2537,SAN
VS,32.44,-117.1122,ATL,33.3825,-84.2537,SAN
WN,32.44,-117.1122,ATL,33.3825,-84.2537,SAN
AF,29.321,-98.2811,ATL,33.3825,-84.2537,SAT
AZ,29.321,-98.2811,ATL,33.3825,-84.2537,SAT
DL,29.321,-98.2811,ATL,33.3825,-84.2537,SAT
FL,29.321,-98.2811,ATL,33.3825,-84.2537,SAT
KL,29.321,-98.2811,ATL,33.3825,-84.2537,SAT
VS,29.321,-98.2811,ATL,33.3825,-84.2537,SAT
WN,29.321,-98.2811,ATL,33.3825,-84.2537,SAT
AF,32.739,-81.127,ATL,33.3825,-84.2537,SAV
AS,32.739,-81.127,ATL,33.3825,-84.2537,SAV
AZ,32.739,-81.127,ATL,33.3825,-84.2537,SAV
DL,32.739,-81.127,ATL,33.3825,-84.2537,SAV
KL,32.739,-81.127,ATL,33.3825,-84.2537,SAV
VS,32.739,-81.127,ATL,33.3825,-84.2537,SAV
AF,47.2656,-122.1833,ATL,33.3825,-84.2537,SEA
AM,47.2656,-122.1833,ATL,33.3825,-84.2537,SEA
AS,47.2656,-122.1833,ATL,33.3825,-84.2537,SEA
AZ,47.2656,-122.1833,ATL,33.3825,-84.2537,SEA
DL,47.2656,-122.1833,ATL,33.3825,-84.2537,SEA
KL,47.2656,-122.1833,ATL,33.3825,-84.2537,SEA
AF,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
AM,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
AZ,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
CI,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
DL,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
FL,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
KL,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
NZ,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
UA,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
VS,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
WN,37.378,-122.2229,ATL,33.3825,-84.2537,SFO
AF,32.2647,-93.4932,ATL,33.3825,-84.2537,SHV
DL,32.2647,-93.4932,ATL,33.3825,-84.2537,SHV
KL,32.2647,-93.4932,ATL,33.3825,-84.2537,SHV
DL,37.2142,-121.5544,ATL,33.3825,-84.2537,SJC
KL,37.2142,-121.5544,ATL,33.3825,-84.2537,SJC
AF,40.4718,-111.5839,ATL,33.3825,-84.2537,SLC
AM,40.4718,-111.5839,ATL,33.3825,-84.2537,SLC
AS,40.4718,-111.5839,ATL,33.3825,-84.2537,SLC
AZ,40.4718,-111.5839,ATL,33.3825,-84.2537,SLC
DL,40.4718,-111.5839,ATL,33.3825,-84.2537,SLC
KL,40.4718,-111.5839,ATL,33.3825,-84.2537,SLC
AF,38.4143,-121.3526,ATL,33.3825,-84.2537,SMF
DL,38.4143,-121.3526,ATL,33.3825,-84.2537,SMF
KL,38.4143,-121.3526,ATL,33.3825,-84.2537,SMF
VS,38.4143,-121.3526,ATL,33.3825,-84.2537,SMF
AF,33.4032,-117.525,ATL,33.3825,-84.2537,SNA
AZ,33.4032,-117.525,ATL,33.3825,-84.2537,SNA
DL,33.4032,-117.525,ATL,33.3825,-84.2537,SNA
KL,33.4032,-117.525,ATL,33.3825,-84.2537,SNA
AF,38.4451,-90.2135,ATL,33.3825,-84.2537,STL
AM,38.4451,-90.2135,ATL,33.3825,-84.2537,STL
AZ,38.4451,-90.2135,ATL,33.3825,-84.2537,STL
DL,38.4451,-90.2135,ATL,33.3825,-84.2537,STL
FL,38.4451,-90.2135,ATL,33.3825,-84.2537,STL
KL,38.4451,-90.2135,ATL,33.3825,-84.2537,STL
VS,38.4451,-90.2135,ATL,33.3825,-84.2537,STL
WN,38.4451,-90.2135,ATL,33.3825,-84.2537,STL
9E,43.64,-76.622,ATL,33.3825,-84.2537,SYR
AF,43.64,-76.622,ATL,33.3825,-84.2537,SYR
DL,43.64,-76.622,ATL,33.3825,-84.2537,SYR
KL,43.64,-76.622,ATL,33.3825,-84.2537,SYR
AF,30.2347,-84.211,ATL,33.3825,-84.2537,TLH
DL,30.2347,-84.211,ATL,33.3825,-84.2537,TLH
KL,30.2347,-84.211,ATL,33.3825,-84.2537,TLH
AF,27.5831,-82.3159,ATL,33.3825,-84.2537,TPA
AM,27.5831,-82.3159,ATL,33.3825,-84.2537,TPA
AZ,27.5831,-82.3159,ATL,33.3825,-84.2537,TPA
DL,27.5831,-82.3159,ATL,33.3825,-84.2537,TPA
FL,27.5831,-82.3159,ATL,33.3825,-84.2537,TPA
KL,27.5831,-82.3159,ATL,33.3825,-84.2537,TPA
VS,27.5831,-82.3159,ATL,33.3825,-84.2537,TPA
WN,27.5831,-82.3159,ATL,33.3825,-84.2537,TPA
F9,40.1636,-74.4848,ATL,33.3825,-84.2537,TTN
AF,36.1154,-95.5317,ATL,33.3825,-84.2537,TUL
DL,36.1154,-95.5317,ATL,33.3825,-84.2537,TUL
KL,36.1154,-95.5317,ATL,33.3825,-84.2537,TUL
VS,36.1154,-95.5317,ATL,33.3825,-84.2537,TUL
AF,32.658,-110.5629,ATL,33.3825,-84.2537,TUS
AZ,32.658,-110.5629,ATL,33.3825,-84.2537,TUS
DL,32.658,-110.5629,ATL,33.3825,-84.2537,TUS
KL,32.658,-110.5629,ATL,33.3825,-84.2537,TUS
VS,32.658,-110.5629,ATL,33.3825,-84.2537,TUS
9E,35.4844,-83.5934,ATL,33.3825,-84.2537,TYS
AF,35.4844,-83.5934,ATL,33.3825,-84.2537,TYS
AS,35.4844,-83.5934,ATL,33.3825,-84.2537,TYS
AZ,35.4844,-83.5934,ATL,33.3825,-84.2537,TYS
DL,35.4844,-83.5934,ATL,33.3825,-84.2537,TYS
KL,35.4844,-83.5934,ATL,33.3825,-84.2537,TYS
AF,30.2859,-86.3131,ATL,33.3825,-84.2537,VPS
DL,30.2859,-86.3131,ATL,33.3825,-84.2537,VPS
KL,30.2859,-86.3131,ATL,33.3825,-84.2537,VPS
9K,42.2151,-71.018,AUG,44.1914,-69.475,BOS
AF,33.3825,-84.2537,AUS,30.114,-97.4011,ATL
AZ,33.3825,-84.2537,AUS,30.114,-97.4011,ATL
DL,33.3825,-84.2537,AUS,30.114,-97.4011,ATL
FL,33.3825,-84.2537,AUS,30.114,-97.4011,ATL
KL,33.3825,-84.2537,AUS,30.114,-97.4011,ATL
VS,33.3825,-84.2537,AUS,30.114,-97.4011,ATL
WN,33.3825,-84.2537,AUS,30.114,-97.4011,ATL
WN,36.728,-86.4041,AUS,30.114,-97.4011,BNA
B6,42.2151,-71.018,AUS,30.114,-97.4011,BOS
FL,39.1031,-76.406,AUS,30.114,-97.4011,BWI
WN,39.1031,-76.406,AUS,30.114,-97.4011,BWI
UA,41.2442,-81.5059,AUS,30.114,-97.4011,CLE
AA,35.125,-80.5635,AUS,30.114,-97.4011,CLT
US,35.125,-80.5635,AUS,30.114,-97.4011,CLT
FL,32.5049,-96.516,AUS,30.114,-97.4011,DAL
WN,32.5049,-96.516,AUS,30.114,-97.4011,DAL
WN,38.517,-77.215,AUS,30.114,-97.4011,DCA
F9,39.513,-104.401,AUS,30.114,-97.4011,DEN
UA,39.513,-104.401,AUS,30.114,-97.4011,DEN
WN,39.513,-104.401,AUS,30.114,-97.4011,DEN
AA,32.5347,-97.215,AUS,30.114,-97.4011,DFW
FL,32.5347,-97.215,AUS,30.114,-97.4011,DFW
US,32.5347,-97.215,AUS,30.114,-97.4011,DFW
DL,42.1244,-83.2112,AUS,30.114,-97.4011,DTW
WN,31.4824,-106.224,AUS,30.114,-97.4011,ELP
UA,40.4132,-74.107,AUS,30.114,-97.4011,EWR
WN,40.4132,-74.107,AUS,30.114,-97.4011,EWR
B6,26.421,-80.99,AUS,30.114,-97.4011,FLL
FL,26.421,-80.99,AUS,30.114,-97.4011,FLL
WN,26.421,-80.99,AUS,30.114,-97.4011,FLL
FL,29.3843,-95.1644,AUS,30.114,-97.4011,HOU
WN,29.3843,-95.1644,AUS,30.114,-97.4011,HOU
WN,26.1342,-97.3915,AUS,30.114,-97.4011,HRL
UA,38.564,-77.272,AUS,30.114,-97.4011,IAD
UA,29.5849,-95.2023,AUS,30.114,-97.4011,IAH
AA,40.3823,-73.4644,AUS,30.114,-97.4011,JFK
B6,40.3823,-73.4644,AUS,30.114,-97.4011,JFK
DL,40.3823,-73.4644,AUS,30.114,-97.4011,JFK
US,40.3823,-73.4644,AUS,30.114,-97.4011,JFK
FL,36.449,-115.98,AUS,30.114,-97.4011,LAS
G4,36.449,-115.98,AUS,30.114,-97.4011,LAS
WN,36.449,-115.98,AUS,30.114,-97.4011,LAS
AA,33.5633,-118.2429,AUS,30.114,-97.4011,LAX
AS,33.5633,-118.2429,AUS,30.114,-97.4011,LAX
UA,33.5633,-118.2429,AUS,30.114,-97.4011,LAX
US,33.5633,-118.2429,AUS,30.114,-97.4011,LAX
WN,33.5633,-118.2429,AUS,30.114,-97.4011,LAX
WN,33.3949,-101.4922,AUS,30.114,-97.4011,LBB
B6,33.493,-118.95,AUS,30.114,-97.4011,LGB
B6,28.2544,-81.1857,AUS,30.114,-97.4011,MCO
DL,28.2544,-81.1857,AUS,30.114,-97.4011,MCO
FL,28.2544,-81.1857,AUS,30.114,-97.4011,MCO
WN,28.2544,-81.1857,AUS,30.114,-97.4011,MCO
FL,41.479,-87.458,AUS,30.114,-97.4011,MDW
WN,41.479,-87.458,AUS,30.114,-97.4011,MDW
DL,35.232,-89.5836,AUS,30.114,-97.4011,MEM
DL,44.5249,-93.13,AUS,30.114,-97.4011,MSP
AA,29.5936,-90.1528,AUS,30.114,-97.4011,MSY
FL,29.5936,-90.1528,AUS,30.114,-97.4011,MSY
WN,29.5936,-90.1528,AUS,30.114,-97.4011,MSY
WN,37.4316,-122.1314,AUS,30.114,-97.4011,OAK
AA,41.5846,-87.5416,AUS,30.114,-97.4011,ORD
UA,41.5846,-87.5416,AUS,30.114,-97.4011,ORD
US,41.5846,-87.5416,AUS,30.114,-97.4011,ORD
AA,39.5219,-75.1428,AUS,30.114,-97.4011,PHL
US,39.5219,-75.1428,AUS,30.114,-97.4011,PHL
AA,33.263,-112.029,AUS,30.114,-97.4011,PHX
US,33.263,-112.029,AUS,30.114,-97.4011,PHX
WN,33.263,-112.029,AUS,30.114,-97.4011,PHX
WN,32.44,-117.1122,AUS,30.114,-97.4011,SAN
AS,47.2656,-122.1833,AUS,30.114,-97.4011,SEA
B6,37.378,-122.2229,AUS,30.114,-97.4011,SFO
UA,37.378,-122.2229,AUS,30.114,-97.4011,SFO
VX,37.378,-122.2229,AUS,30.114,-97.4011,SFO
WN,37.2142,-121.5544,AUS,30.114,-97.4011,SJC
DL,40.4718,-111.5839,AUS,30.114,-97.4011,SLC
WN,27.5831,-82.3159,AUS,30.114,-97.4011,TPA
AF,33.3825,-84.2537,BDL,41.562,-72.4059,ATL
AM,33.3825,-84.2537,BDL,41.562,-72.4059,ATL
AZ,33.3825,-84.2537,BDL,41.562,-72.4059,ATL
DL,33.3825,-84.2537,BDL,41.562,-72.4059,ATL
FL,33.3825,-84.2537,BDL,41.562,-72.4059,ATL
KL,33.3825,-84.2537,BDL,41.562,-72.4059,ATL
WN,33.3825,-84.2537,BDL,41.562,-72.4059,ATL
FL,39.1031,-76.406,BDL,41.562,-72.4059,BWI
WN,39.1031,-76.406,BDL,41.562,-72.4059,BWI
AA,35.125,-80.5635,BDL,41.562,-72.4059,CLT
US,35.125,-80.5635,BDL,41.562,-72.4059,CLT
DL,39.246,-84.3943,BDL,41.562,-72.4059,CVG
AA,38.517,-77.215,BDL,41.562,-72.4059,DCA
US,38.517,-77.215,BDL,41.562,-72.4059,DCA
WN,39.513,-104.401,BDL,41.562,-72.4059,DEN
AA,32.5347,-97.215,BDL,41.562,-72.4059,DFW
US,32.5347,-97.215,BDL,41.562,-72.4059,DFW
DL,42.1244,-83.2112,BDL,41.562,-72.4059,DTW
B6,26.421,-80.99,BDL,41.562,-72.4059,FLL
WN,26.421,-80.99,BDL,41.562,-72.4059,FLL
UA,38.564,-77.272,BDL,41.562,-72.4059,IAD
WN,36.449,-115.98,BDL,41.562,-72.4059,LAS
AA,33.5633,-118.2429,BDL,41.562,-72.4059,LAX
AS,33.5633,-118.2429,BDL,41.562,-72.4059,LAX
US,33.5633,-118.2429,BDL,41.562,-72.4059,LAX
B6,28.2544,-81.1857,BDL,41.562,-72.4059,MCO
DL,28.2544,-81.1857,BDL,41.562,-72.4059,MCO
FL,28.2544,-81.1857,BDL,41.562,-72.4059,MCO
WN,28.2544,-81.1857,BDL,41.562,-72.4059,MCO
FL,41.479,-87.458,BDL,41.562,-72.4059,MDW
WN,41.479,-87.458,BDL,41.562,-72.4059,MDW
AA,25.4735,-80.1726,BDL,41.562,-72.4059,MIA
US,25.4735,-80.1726,BDL,41.562,-72.4059,MIA
DL,44.5249,-93.13,BDL,41.562,-72.4059,MSP
AA,41.5846,-87.5416,BDL,41.562,-72.4059,ORD
UA,41.5846,-87.5416,BDL,41.562,-72.4059,ORD
US,41.5846,-87.5416,BDL,41.562,-72.4059,ORD
B6,26.4059,-80.544,BDL,41.562,-72.4059,PBI
AA,39.5219,-75.1428,BDL,41.562,-72.4059,PHL
US,39.5219,-75.1428,BDL,41.562,-72.4059,PHL
AA,40.2929,-80.1358,BDL,41.562,-72.4059,PIT
US,40.2929,-80.1358,BDL,41.562,-72.4059,PIT
DL,35.5239,-78.4714,BDL,41.562,-72.4059,RDU
WN,26.321,-81.4518,BDL,41.562,-72.4059,RSW
B6,27.5831,-82.3159,BDL,41.562,-72.4059,TPA
FL,27.5831,-82.3159,BDL,41.562,-72.4059,TPA
WN,27.5831,-82.3159,BDL,41.562,-72.4059,TPA
UA,39.513,-104.401,BFL,35.26,-119.324,DEN
UA,29.5849,-95.2023,BFL,35.26,-119.324,IAH
UA,33.5633,-118.2429,BFL,35.26,-119.324,LAX
AA,33.263,-112.029,BFL,35.26,-119.324,PHX
US,33.263,-112.029,BFL,35.26,-119.324,PHX
UA,37.378,-122.2229,BFL,35.26,-119.324,SFO
AA,38.517,-77.215,BGR,44.4826,-68.4941,DCA
US,38.517,-77.215,BGR,44.4826,-68.4941,DCA
DL,42.1244,-83.2112,BGR,44.4826,-68.4941,DTW
DL,40.4638,-73.5221,BGR,44.4826,-68.4941,LGA
AA,39.5219,-75.1428,BGR,44.4826,-68.4941,PHL
US,39.5219,-75.1428,BGR,44.4826,-68.4941,PHL
G4,27.5438,-82.4114,BGR,44.4826,-68.4941,PIE
AF,33.3825,-84.2537,BHM,33.3346,-86.4512,ATL
AS,33.3825,-84.2537,BHM,33.3346,-86.4512,ATL
AZ,33.3825,-84.2537,BHM,33.3346,-86.4512,ATL
DL,33.3825,-84.2537,BHM,33.3346,-86.4512,ATL
KL,33.3825,-84.2537,BHM,33.3346,-86.4512,ATL
VS,33.3825,-84.2537,BHM,33.3346,-86.4512,ATL
WN,39.1031,-76.406,BHM,33.3346,-86.4512,BWI
AA,35.125,-80.5635,BHM,33.3346,-86.4512,CLT
US,35.125,-80.5635,BHM,33.3346,-86.4512,CLT
FL,32.5049,-96.516,BHM,33.3346,-86.4512,DAL
WN,32.5049,-96.516,BHM,33.3346,-86.4512,DAL
AA,38.517,-77.215,BHM,33.3346,-86.4512,DCA
US,38.517,-77.215,BHM,33.3346,-86.4512,DCA
UA,39.513,-104.401,BHM,33.3346,-86.4512,DEN
AA,32.5347,-97.215,BHM,33.3346,-86.4512,DFW
US,32.5347,-97.215,BHM,33.3346,-86.4512,DFW
DL,42.1244,-83.2112,BHM,33.3346,-86.4512,DTW
WN,29.3843,-95.1644,BHM,33.3346,-86.4512,HOU
UA,29.5849,-95.2023,BHM,33.3346,-86.4512,IAH
WN,36.449,-115.98,BHM,33.3346,-86.4512,LAS
DL,40.4638,-73.5221,BHM,33.3346,-86.4512,LGA
DL,28.2544,-81.1857,BHM,33.3346,-86.4512,MCO
FL,28.2544,-81.1857,BHM,33.3346,-86.4512,MCO
WN,28.2544,-81.1857,BHM,33.3346,-86.4512,MCO
FL,41.479,-87.458,BHM,33.3346,-86.4512,MDW
WN,41.479,-87.458,BHM,33.3346,-86.4512,MDW
AA,25.4735,-80.1726,BHM,33.3346,-86.4512,MIA
US,25.4735,-80.1726,BHM,33.3346,-86.4512,MIA
DL,44.5249,-93.13,BHM,33.3346,-86.4512,MSP
UA,41.5846,-87.5416,BHM,33.3346,-86.4512,ORD
AA,39.5219,-75.1428,BHM,33.3346,-86.4512,PHL
US,39.5219,-75.1428,BHM,33.3346,-86.4512,PHL
FL,27.5831,-82.3159,BHM,33.3346,-86.4512,TPA
WN,27.5831,-82.3159,BHM,33.3346,-86.4512,TPA
AS,36.449,-115.98,BLI,48.4733,-122.3215,LAS
G4,36.449,-115.98,BLI,48.4733,-122.3215,LAS
G4,33.5633,-118.2429,BLI,48.4733,-122.3215,LAX
G4,37.4316,-122.1314,BLI,48.4733,-122.3215,OAK
AS,45.3519,-122.3551,BLI,48.4733,-122.3215,PDX
G4,33.4946,-116.3024,BLI,48.4733,-122.3215,PSP
G4,32.44,-117.1122,BLI,48.4733,-122.3215,SAN
AS,47.2656,-122.1833,BLI,48.4733,-122.3215,SEA
AF,33.3825,-84.2537,BNA,36.728,-86.4041,ATL
AM,33.3825,-84.2537,BNA,36.728,-86.4041,ATL
AS,33.3825,-84.2537,BNA,36.728,-86.4041,ATL
AZ,33.3825,-84.2537,BNA,36.728,-86.4041,ATL
DL,33.3825,-84.2537,BNA,36.728,-86.4041,ATL
KL,33.3825,-84.2537,BNA,36.728,-86.4041,ATL
VS,33.3825,-84.2537,BNA,36.728,-86.4041,ATL
WN,30.114,-97.4011,BNA,36.728,-86.4041,AUS
WN,42.2151,-71.018,BNA,36.728,-86.4041,BOS
FL,39.1031,-76.406,BNA,36.728,-86.4041,BWI
WN,39.1031,-76.406,BNA,36.728,-86.4041,BWI
WN,32.5355,-80.225,BNA,36.728,-86.4041,CHS
UA,41.2442,-81.5059,BNA,36.728,-86.4041,CLE
WN,41.2442,-81.5059,BNA,36.728,-86.4041,CLE
AA,35.125,-80.5635,BNA,36.728,-86.4041,CLT
US,35.125,-80.5635,BNA,36.728,-86.4041,CLT
WN,39.5952,-82.533,BNA,36.728,-86.4041,CMH
DL,39.246,-84.3943,BNA,36.728,-86.4041,CVG
AA,38.517,-77.215,BNA,36.728,-86.4041,DCA
US,38.517,-77.215,BNA,36.728,-86.4041,DCA
F9,39.513,-104.401,BNA,36.728,-86.4041,DEN
FL,39.513,-104.401,BNA,36.728,-86.4041,DEN
UA,39.513,-104.401,BNA,36.728,-86.4041,DEN
WN,39.513,-104.401,BNA,36.728,-86.4041,DEN
AA,32.5347,-97.215,BNA,36.728,-86.4041,DFW
